timestamp,user_id,action
2023-11-04 11:31:31,1412,logout
2023-11-04 12:55:49,9566,view
2023-11-04 17:43:48,2053,view
2023-11-04 12:25:45,1919,purchase
2023-11-04 17:41:03,4367,click
2023-11-04 09:53:00,3068,add_to_cart
2023-11-04 02:05:35,3649,view
2023-11-04 12:27:31,5114,logout
2023-11-04 21:16:17,4930,logout
2023-11-04 16:28:41,4493,purchase
2023-11-04 05:46:08,9277,purchase
2023-11-04 09:27:44,4899,click
2023-11-04 03:53:44,6506,logout
2023-11-04 02:34:21,4711,logout
2023-11-04 20:38:24,7620,purchase
2023-11-04 05:12:05,9277,click
2023-11-04 17:06:33,8486,purchase
2023-11-04 22:56:02,5757,purchase
2023-11-04 22:50:00,5685,click
2023-11-04 04:15:35,5289,purchase
2023-11-04 10:39:07,3533,add_to_cart
2023-11-04 12:55:40,6718,click
2023-11-04 09:25:15,9362,view
2023-11-04 18:11:23,1451,add_to_cart
2023-11-04 17:31:02,1744,view
2023-11-04 03:13:22,3570,purchase
2023-11-04 06:07:14,4426,add_to_cart
2023-11-04 20:09:11,8587,purchase
2023-11-04 09:40:21,6869,purchase
2023-11-04 15:10:54,2178,logout
2023-11-04 05:01:34,9161,purchase
2023-11-04 18:33:03,9455,purchase
2023-11-04 05:54:10,7571,logout
2023-11-04 19:13:38,9443,add_to_cart
2023-11-04 13:04:40,5057,logout
2023-11-04 09:45:41,7264,add_to_cart
2023-11-04 02:12:09,7546,click
2023-11-04 12:38:34,3878,purchase
2023-11-04 16:02:34,7697,logout
2023-11-04 12:50:08,1854,purchase
2023-11-04 12:29:18,1941,view
2023-11-04 10:17:29,7541,click
2023-11-04 12:51:18,3195,add_to_cart
2023-11-04 17:38:46,4595,add_to_cart
2023-11-04 08:42:28,8177,click
2023-11-04 14:25:44,4205,add_to_cart
2023-11-04 12:12:18,4531,purchase
2023-11-04 17:53:39,8030,click
2023-11-04 06:39:09,5266,view
2023-11-04 11:10:30,3268,add_to_cart
2023-11-04 21:45:01,7253,add_to_cart
2023-11-04 23:13:43,1919,purchase
2023-11-04 23:01:02,8927,add_to_cart
2023-11-04 00:12:00,6979,add_to_cart
2023-11-04 22:35:28,7649,purchase
2023-11-04 20:44:05,6263,logout
2023-11-04 18:44:40,6872,view
2023-11-04 20:41:22,1761,view
2023-11-04 03:41:28,3994,click
2023-11-04 08:11:55,6912,logout
2023-11-04 05:14:51,3759,view
2023-11-04 01:29:39,3429,view
2023-11-04 06:24:27,1040,purchase
2023-11-04 13:34:25,3247,purchase
2023-11-04 14:42:47,5061,purchase
2023-11-04 12:42:22,3965,purchase
2023-11-04 06:23:14,7503,purchase
2023-11-04 09:27:02,3879,add_to_cart
2023-11-04 19:20:25,6972,view
2023-11-04 16:23:46,5823,view
2023-11-04 22:32:39,8052,logout
2023-11-04 09:15:46,2883,add_to_cart
2023-11-04 13:37:19,8997,view
2023-11-04 03:32:01,1759,click
2023-11-04 15:32:43,4352,purchase
2023-11-04 14:29:13,7869,purchase
2023-11-04 15:37:08,5849,logout
2023-11-04 01:24:43,2282,logout
2023-11-04 00:20:03,7656,purchase
2023-11-04 02:28:22,6377,logout
2023-11-04 13:12:59,9218,purchase
2023-11-04 03:50:02,1158,click
2023-11-04 16:53:25,4697,purchase
2023-11-04 07:20:29,9669,logout
2023-11-04 20:33:46,6298,logout
2023-11-04 10:26:20,2286,view
2023-11-04 18:19:13,4481,logout
2023-11-04 22:03:22,5639,add_to_cart
2023-11-04 13:54:00,3622,purchase
2023-11-04 07:05:47,4896,logout
2023-11-04 17:41:08,1082,add_to_cart
2023-11-04 06:34:16,9443,click
2023-11-04 11:50:23,2313,click
2023-11-04 14:16:55,8881,view
2023-11-04 17:52:47,3167,view
2023-11-04 23:53:16,1628,add_to_cart
2023-11-04 09:21:01,9517,add_to_cart
2023-11-04 09:12:32,4239,view
2023-11-04 09:44:02,5495,purchase
2023-11-04 20:01:48,5593,click
2023-11-04 23:35:08,8851,click
2023-11-04 04:46:52,8867,view
2023-11-04 00:29:32,1490,purchase
2023-11-04 17:18:54,6976,logout
2023-11-04 04:45:36,3194,view
2023-11-04 09:39:08,3669,click
2023-11-04 05:10:02,8473,add_to_cart
2023-11-04 21:18:46,9198,click
2023-11-04 15:53:11,2108,view
2023-11-04 19:09:21,2048,logout
2023-11-04 21:09:40,4391,purchase
2023-11-04 11:39:16,9479,view
2023-11-04 21:49:42,9292,add_to_cart
2023-11-04 06:09:20,6368,logout
2023-11-04 02:43:00,1633,view
2023-11-04 17:34:24,6591,add_to_cart
2023-11-04 16:31:59,4800,view
2023-11-04 18:31:20,5385,logout
2023-11-04 09:54:53,5051,logout
2023-11-04 20:36:18,4751,purchase
2023-11-04 22:03:41,9705,logout
2023-11-04 12:35:44,4346,add_to_cart
2023-11-04 03:48:21,5246,purchase
2023-11-04 23:39:57,5912,add_to_cart
2023-11-04 15:14:33,3557,view
2023-11-04 22:46:44,4591,click
2023-11-04 14:54:29,9195,purchase
2023-11-04 02:11:32,8189,purchase
2023-11-04 09:09:06,5289,logout
2023-11-04 21:29:12,2070,add_to_cart
2023-11-04 00:02:48,9954,view
2023-11-04 01:30:34,4606,click
2023-11-04 15:34:38,6357,logout
2023-11-04 23:59:19,5438,logout
2023-11-04 18:25:10,6605,view
2023-11-04 20:52:16,9985,view
2023-11-04 20:39:25,1066,view
2023-11-04 12:35:25,1998,purchase
2023-11-04 02:27:33,5468,add_to_cart
2023-11-04 11:43:16,8718,add_to_cart
2023-11-04 19:06:47,4369,purchase
2023-11-04 18:55:18,3684,purchase
2023-11-04 04:30:53,2377,view
2023-11-04 14:36:28,7542,click
2023-11-04 13:05:40,3953,click
2023-11-04 02:08:04,8404,purchase
2023-11-04 04:00:01,3581,logout
2023-11-04 16:07:20,2087,click
2023-11-04 22:04:47,6598,add_to_cart
2023-11-04 14:29:58,2514,purchase
2023-11-04 20:51:45,7589,logout
2023-11-04 00:23:48,1816,purchase
2023-11-04 10:51:24,7400,add_to_cart
2023-11-04 12:07:01,6492,add_to_cart
2023-11-04 06:50:53,3824,click
2023-11-04 00:04:13,4192,logout
2023-11-04 00:52:01,4053,view
2023-11-04 21:29:32,6691,logout
2023-11-04 14:09:39,8269,purchase
2023-11-04 02:44:26,5118,purchase
2023-11-04 20:23:00,3492,add_to_cart
2023-11-04 22:00:40,3255,purchase
2023-11-04 13:36:34,5127,add_to_cart
2023-11-04 13:11:34,3354,click
2023-11-04 06:38:06,9656,purchase
2023-11-04 15:29:29,1499,click
2023-11-04 05:28:25,9201,view
2023-11-04 19:38:50,9419,view
2023-11-04 00:27:37,5265,purchase
2023-11-04 09:13:18,3690,purchase
2023-11-04 22:33:06,8704,view
2023-11-04 18:55:13,5400,add_to_cart
2023-11-04 14:00:07,1137,logout
2023-11-04 14:33:08,7436,click
2023-11-04 03:58:38,3195,add_to_cart
2023-11-04 04:40:38,7676,add_to_cart
2023-11-04 13:24:50,9114,click
2023-11-04 18:26:01,6565,add_to_cart
2023-11-04 03:25:45,8567,purchase
2023-11-04 08:12:25,6907,add_to_cart
2023-11-04 14:09:19,7301,view
2023-11-04 06:54:59,7962,purchase
2023-11-04 10:13:45,8977,logout
2023-11-04 18:17:49,6329,view
2023-11-04 11:51:25,1964,add_to_cart
