timestamp,user_id,action
2023-04-18 14:43:16,8959,add_to_cart
2023-04-18 16:21:24,5136,purchase
2023-04-18 21:21:27,2421,view
2023-04-18 07:09:10,5885,click
2023-04-18 09:56:54,7727,view
2023-04-18 10:29:38,8461,logout
2023-04-18 18:37:17,5608,purchase
2023-04-18 17:39:28,6751,view
2023-04-18 02:22:14,3705,logout
2023-04-18 01:30:43,5101,add_to_cart
2023-04-18 18:06:35,5232,purchase
2023-04-18 21:58:16,4351,click
2023-04-18 08:35:28,9662,logout
2023-04-18 13:45:18,6024,view
2023-04-18 14:29:57,1782,add_to_cart
2023-04-18 02:32:52,4639,purchase
2023-04-18 22:32:49,2830,view
2023-04-18 04:17:26,1470,purchase
2023-04-18 23:31:44,3944,view
2023-04-18 08:17:51,1276,add_to_cart
2023-04-18 04:35:45,1206,view
2023-04-18 00:19:14,5171,add_to_cart
2023-04-18 22:39:28,7716,logout
2023-04-18 10:59:14,7546,view
2023-04-18 20:15:46,3766,add_to_cart
2023-04-18 12:12:02,6882,click
2023-04-18 06:28:41,1577,add_to_cart
2023-04-18 08:11:54,2313,view
2023-04-18 06:02:21,2910,purchase
2023-04-18 11:25:48,6246,click
2023-04-18 19:48:49,1936,add_to_cart
2023-04-18 16:27:12,8910,add_to_cart
2023-04-18 18:35:27,8320,add_to_cart
2023-04-18 06:37:44,8351,add_to_cart
2023-04-18 23:51:55,7154,click
2023-04-18 09:45:15,3095,add_to_cart
2023-04-18 16:14:38,5817,purchase
2023-04-18 19:38:49,2673,add_to_cart
2023-04-18 04:24:33,9959,click
2023-04-18 10:34:17,5224,logout
2023-04-18 18:27:27,4264,add_to_cart
2023-04-18 17:53:53,6205,click
2023-04-18 10:18:37,4293,logout
2023-04-18 18:18:15,4944,view
2023-04-18 14:30:50,7086,purchase
2023-04-18 22:45:00,6218,logout
2023-04-18 19:43:02,2915,logout
2023-04-18 21:46:15,3904,add_to_cart
2023-04-18 11:48:03,6518,click
2023-04-18 07:59:39,4834,click
2023-04-18 22:37:02,2321,logout
2023-04-18 13:07:52,9998,click
2023-04-18 15:19:34,9645,view
2023-04-18 06:49:10,4435,add_to_cart
2023-04-18 05:43:15,3603,view
2023-04-18 06:01:47,2911,add_to_cart
2023-04-18 04:42:43,8938,logout
2023-04-18 06:26:40,2107,logout
2023-04-18 12:54:00,8265,view
2023-04-18 02:35:57,2421,click
2023-04-18 06:05:24,6681,view
2023-04-18 10:08:24,2254,add_to_cart
2023-04-18 07:40:17,9705,click
2023-04-18 15:30:53,4182,add_to_cart
2023-04-18 05:32:32,4983,view
2023-04-18 09:16:45,9065,click
2023-04-18 18:25:30,1172,add_to_cart
2023-04-18 02:30:47,9484,view
2023-04-18 13:48:51,9996,purchase
2023-04-18 23:10:43,9259,add_to_cart
2023-04-18 08:59:32,3375,logout
2023-04-18 16:28:59,8804,click
2023-04-18 05:44:07,4625,click
2023-04-18 12:33:55,1186,view
2023-04-18 01:19:58,4220,view
2023-04-18 20:29:44,4540,click
2023-04-18 12:38:15,5060,view
2023-04-18 20:39:22,1985,add_to_cart
2023-04-18 07:48:39,2874,logout
2023-04-18 22:34:19,6297,purchase
2023-04-18 04:11:19,7115,click
2023-04-18 01:36:49,9305,click
2023-04-18 08:41:41,6124,view
2023-04-18 15:51:30,1058,purchase
2023-04-18 18:50:33,5667,view
2023-04-18 04:32:17,2273,view
2023-04-18 04:08:54,8024,view
2023-04-18 08:13:48,4492,view
2023-04-18 05:12:03,5184,purchase
2023-04-18 07:02:28,3263,view
2023-04-18 16:25:32,9690,add_to_cart
2023-04-18 20:47:38,7678,view
2023-04-18 23:05:37,9840,add_to_cart
2023-04-18 00:55:18,7941,add_to_cart
2023-04-18 15:13:30,4088,add_to_cart
2023-04-18 07:13:58,9125,logout
2023-04-18 06:56:05,6256,view
2023-04-18 13:36:11,3914,view
2023-04-18 16:50:53,5237,click
2023-04-18 02:26:18,5527,add_to_cart
2023-04-18 09:10:53,4850,view
2023-04-18 01:31:06,7689,view
2023-04-18 12:45:15,4913,logout
2023-04-18 01:26:33,6887,logout
2023-04-18 12:01:09,1250,logout
2023-04-18 07:04:22,7162,view
2023-04-18 15:57:22,7752,click
2023-04-18 22:57:48,6860,add_to_cart
2023-04-18 16:47:53,4741,add_to_cart
2023-04-18 05:09:27,2995,click
2023-04-18 09:45:23,4341,view
2023-04-18 06:49:38,2961,view
2023-04-18 21:13:40,6968,add_to_cart
2023-04-18 21:42:33,3679,view
2023-04-18 21:10:29,2117,logout
2023-04-18 21:17:50,9040,add_to_cart
2023-04-18 20:15:34,1116,click
2023-04-18 18:26:09,1370,purchase
2023-04-18 22:43:39,8921,purchase
2023-04-18 20:15:47,4375,purchase
2023-04-18 06:35:26,5584,add_to_cart
2023-04-18 19:17:57,8312,view
2023-04-18 04:35:45,9613,add_to_cart
2023-04-18 18:06:28,5766,view
2023-04-18 23:44:38,3255,add_to_cart
2023-04-18 23:58:51,2299,purchase
2023-04-18 01:57:50,7524,click
2023-04-18 03:49:32,8706,click
2023-04-18 14:59:05,6740,view
2023-04-18 05:16:19,2311,add_to_cart
2023-04-18 05:21:55,7805,purchase
2023-04-18 21:32:50,8294,purchase
2023-04-18 23:55:20,6369,click
2023-04-18 05:01:31,1219,add_to_cart
2023-04-18 12:58:19,3773,add_to_cart
2023-04-18 12:41:53,6630,add_to_cart
2023-04-18 14:04:00,8623,purchase
2023-04-18 00:05:19,8453,logout
2023-04-18 16:00:12,8303,view
2023-04-18 05:35:05,1592,purchase
2023-04-18 07:05:54,3851,click
2023-04-18 03:29:22,7017,view
2023-04-18 17:08:19,5603,add_to_cart
2023-04-18 22:20:54,5470,logout
2023-04-18 23:57:58,9472,add_to_cart
2023-04-18 13:22:14,1904,purchase
2023-04-18 05:43:30,2064,purchase
2023-04-18 16:31:39,3839,add_to_cart
2023-04-18 02:07:13,3312,purchase
2023-04-18 16:08:56,5072,view
2023-04-18 09:08:04,7312,click
2023-04-18 08:24:04,3242,add_to_cart
2023-04-18 04:55:58,2003,add_to_cart
2023-04-18 00:57:03,2951,logout
2023-04-18 03:33:13,2535,click
2023-04-18 18:27:04,2321,add_to_cart
2023-04-18 05:46:39,4935,logout
2023-04-18 13:35:56,7930,click
2023-04-18 00:53:54,3315,view
2023-04-18 00:47:50,4968,click
2023-04-18 10:38:07,8657,purchase
2023-04-18 16:40:35,5459,purchase
2023-04-18 20:14:53,3610,logout
2023-04-18 09:13:52,4453,add_to_cart
2023-04-18 15:47:04,3391,view
2023-04-18 05:06:10,5340,purchase
2023-04-18 20:33:19,7607,click
2023-04-18 03:29:08,9430,purchase
2023-04-18 15:28:40,8897,purchase
2023-04-18 12:32:35,3874,add_to_cart
2023-04-18 15:00:09,5925,purchase
2023-04-18 18:34:54,5208,logout
2023-04-18 01:30:02,8206,purchase
2023-04-18 11:44:32,1357,view
2023-04-18 04:00:20,1146,add_to_cart
2023-04-18 09:26:28,9256,purchase
2023-04-18 10:38:58,6655,logout
2023-04-18 23:44:45,5903,logout
2023-04-18 17:50:40,7371,purchase
2023-04-18 23:37:47,9318,add_to_cart
2023-04-18 00:44:13,9406,add_to_cart
2023-04-18 22:48:04,9318,logout
2023-04-18 07:53:55,1601,logout
2023-04-18 05:23:40,3341,click
2023-04-18 18:53:33,6246,click
2023-04-18 14:31:53,1268,click
2023-04-18 09:01:31,5478,add_to_cart
2023-04-18 03:14:22,3545,add_to_cart
2023-04-18 13:06:07,9890,view
2023-04-18 06:50:54,2860,add_to_cart
2023-04-18 13:08:12,4680,logout
2023-04-18 22:43:29,8421,purchase
2023-04-18 04:16:17,6299,click
2023-04-18 04:44:45,1859,logout
2023-04-18 07:56:09,8252,logout
2023-04-18 11:22:06,4886,view
2023-04-18 04:47:47,5001,add_to_cart
2023-04-18 17:08:45,2498,view
2023-04-18 00:12:32,3664,click
2023-04-18 18:57:46,8041,click
2023-04-18 23:51:02,4057,logout
2023-04-18 03:12:49,8033,logout
2023-04-18 20:02:08,9875,purchase
2023-04-18 16:21:30,8782,add_to_cart
2023-04-18 15:47:09,8520,purchase
2023-04-18 01:50:11,4730,logout
2023-04-18 15:41:36,7213,add_to_cart
2023-04-18 19:16:35,9867,view
2023-04-18 18:51:11,7165,add_to_cart
2023-04-18 15:56:25,4775,click
2023-04-18 02:18:04,8828,logout
2023-04-18 09:08:14,8467,add_to_cart
2023-04-18 15:35:24,7370,add_to_cart
2023-04-18 03:17:14,7708,logout
2023-04-18 22:24:19,8043,add_to_cart
2023-04-18 02:44:53,8307,view
2023-04-18 14:36:59,2167,add_to_cart
2023-04-18 11:19:08,2454,purchase
2023-04-18 16:46:27,5945,view
2023-04-18 00:14:01,9916,purchase
2023-04-18 00:44:52,6323,add_to_cart
2023-04-18 22:34:27,9905,click
2023-04-18 01:19:41,6668,purchase
2023-04-18 19:32:42,3015,add_to_cart
2023-04-18 07:55:58,6211,view
2023-04-18 07:42:53,1402,add_to_cart
2023-04-18 13:49:34,6648,logout
2023-04-18 14:58:04,4436,purchase
2023-04-18 18:00:28,8598,click
2023-04-18 10:21:18,7032,add_to_cart
2023-04-18 03:21:16,7774,add_to_cart
2023-04-18 01:02:30,5048,click
2023-04-18 04:49:39,4049,add_to_cart
2023-04-18 14:20:22,2262,logout
2023-04-18 02:22:52,9648,click
2023-04-18 20:50:01,3728,view
2023-04-18 01:43:23,9209,add_to_cart
2023-04-18 14:44:46,6455,purchase
2023-04-18 20:31:17,9224,click
2023-04-18 20:22:36,4434,view
2023-04-18 15:41:58,8971,view
2023-04-18 06:06:47,6242,logout
2023-04-18 05:51:31,3240,click
2023-04-18 03:49:09,5743,click
2023-04-18 10:53:42,4756,purchase
2023-04-18 16:13:54,4271,logout
2023-04-18 19:56:00,1423,click
2023-04-18 16:09:09,2576,click
2023-04-18 20:43:51,2818,click
2023-04-18 04:22:00,9426,purchase
2023-04-18 18:16:41,5119,click
2023-04-18 03:23:14,1474,click
2023-04-18 21:54:44,1461,logout
2023-04-18 07:31:06,5151,logout
2023-04-18 04:00:11,4415,add_to_cart
2023-04-18 22:17:52,1534,click
2023-04-18 14:49:04,7808,purchase
2023-04-18 20:23:06,8261,logout
2023-04-18 23:01:46,2312,view
2023-04-18 17:19:28,4278,click
2023-04-18 21:01:37,4643,add_to_cart
2023-04-18 10:40:30,8468,logout
2023-04-18 06:09:56,2221,view
2023-04-18 19:25:53,6768,logout
2023-04-18 11:13:28,6733,logout
2023-04-18 21:20:11,5031,logout
2023-04-18 02:36:11,4324,purchase
2023-04-18 15:29:24,6301,click
2023-04-18 17:40:17,7259,view
2023-04-18 22:10:25,4385,logout
2023-04-18 15:13:09,8184,purchase
2023-04-18 01:30:01,4934,click
2023-04-18 02:06:27,4046,click
2023-04-18 12:46:57,1921,purchase
2023-04-18 04:58:51,2706,logout
2023-04-18 01:10:10,8762,logout
2023-04-18 04:08:11,8035,click
2023-04-18 10:59:25,7693,add_to_cart
2023-04-18 17:39:40,2200,add_to_cart
2023-04-18 18:49:04,9953,add_to_cart
2023-04-18 01:42:26,6231,add_to_cart
2023-04-18 06:35:44,4945,click
2023-04-18 14:09:17,7408,view
2023-04-18 21:16:31,6548,click
2023-04-18 01:54:58,5030,view
2023-04-18 03:40:58,6177,purchase
2023-04-18 02:28:25,5635,view
2023-04-18 00:39:26,6091,purchase
2023-04-18 10:15:07,5143,click
2023-04-18 19:08:39,8255,view
2023-04-18 21:38:17,8896,click
2023-04-18 17:04:51,3286,purchase
2023-04-18 04:50:31,3981,click
2023-04-18 16:42:14,6870,purchase
2023-04-18 20:48:26,2438,logout
2023-04-18 01:00:08,4316,add_to_cart
2023-04-18 08:45:45,3928,view
2023-04-18 11:56:47,8524,click
2023-04-18 02:27:44,3329,logout
2023-04-18 16:02:51,7119,logout
2023-04-18 01:41:10,5681,purchase
2023-04-18 16:45:38,6935,click
2023-04-18 05:07:09,1994,view
2023-04-18 12:00:35,8059,add_to_cart
2023-04-18 10:37:40,1981,click
2023-04-18 03:41:13,5984,logout
2023-04-18 16:38:41,9451,add_to_cart
2023-04-18 09:30:38,7955,purchase
